state,sample_size,answer,pct,votes
Washington,7406.0,Trump,37.0,12
Vermont,1087.0,Biden,67.0,3
Vermont,1087.0,Trump,30.0,3
Vermont,1087.0,Biden,68.0,3
Vermont,1087.0,Trump,30.0,3
Virginia,7382.0,Biden,56.0,13
Virginia,7382.0,Trump,41.0,13
Virginia,7382.0,Biden,55.0,13
Virginia,7382.0,Trump,42.0,13
Utah,2689.0,Biden,43.0,6
Utah,2689.0,Trump,54.0,6
Utah,2689.0,Biden,43.0,6
Utah,2689.0,Trump,54.0,6
Tennessee,4858.0,Biden,44.0,11
Tennessee,4858.0,Trump,54.0,11
Tennessee,4858.0,Biden,42.0,11
Tennessee,4858.0,Trump,56.0,11
South Dakota,1066.0,Biden,42.0,3
South Dakota,1066.0,Trump,55.0,3
South Dakota,1066.0,Biden,42.0,3
South Dakota,1066.0,Trump,56.0,3
South Carolina,4582.0,Biden,45.0,9
South Carolina,4582.0,Trump,51.0,9
South Carolina,4582.0,Biden,44.0,9
South Carolina,4582.0,Trump,54.0,9
Rhode Island,863.0,Biden,67.0,4
Rhode Island,863.0,Trump,30.0,4
Rhode Island,863.0,Biden,67.0,4
Rhode Island,863.0,Trump,31.0,4
Pennsylvania,10250.0,Biden,53.0,20
Pennsylvania,10250.0,Trump,45.0,20
Pennsylvania,10250.0,Biden,52.0,20
Pennsylvania,10250.0,Trump,46.0,20
Oklahoma,3082.0,Biden,41.0,7
Oklahoma,3082.0,Trump,57.0,7
Oklahoma,3082.0,Biden,40.0,7
Oklahoma,3082.0,Trump,59.0,7
Ohio,7825.0,Biden,48.0,18
Ohio,7825.0,Trump,50.0,18
Ohio,7825.0,Biden,47.0,18
Ohio,7825.0,Trump,51.0,18
New York,9937.0,Biden,63.0,29
New York,9937.0,Trump,33.0,29
New York,9937.0,Biden,64.0,29
New York,9937.0,Trump,34.0,29
Nevada,3226.0,Biden,51.0,6
Nevada,3226.0,Trump,47.0,6
Nevada,3226.0,Biden,50.0,6
Nevada,3226.0,Trump,49.0,6
New Mexico,2659.0,Biden,53.0,5
New Mexico,2659.0,Trump,45.0,5
New Mexico,2659.0,Biden,53.0,5
New Mexico,2659.0,Trump,45.0,5
New Jersey,6261.0,Biden,59.0,14
New Jersey,6261.0,Trump,36.0,14
New Jersey,6261.0,Biden,60.0,14
New Jersey,6261.0,Trump,37.0,14
New Hampshire,1708.0,Biden,56.0,4
New Hampshire,1708.0,Trump,42.0,4
New Hampshire,1708.0,Biden,56.0,4
New Hampshire,1708.0,Trump,43.0,4
Nebraska,2285.0,Biden,46.0,3
Nebraska,2285.0,Trump,51.0,3
Nebraska,2285.0,Biden,46.0,3
Nebraska,2285.0,Trump,52.0,3
North Dakota,654.0,Biden,41.0,3
North Dakota,654.0,Trump,58.0,3
North Dakota,654.0,Biden,41.0,3
North Dakota,654.0,Trump,58.0,3
North Carolina,8354.0,Biden,52.0,15
North Carolina,8354.0,Trump,45.0,15
North Carolina,8354.0,Biden,51.0,15
North Carolina,8354.0,Trump,47.0,15
Montana,1401.0,Biden,47.0,3
Montana,1401.0,Trump,50.0,3
Montana,1401.0,Biden,47.0,3
Montana,1401.0,Trump,51.0,3
Mississippi,1900.0,Biden,42.0,6
Mississippi,1900.0,Trump,56.0,6
Mississippi,1900.0,Biden,37.0,6
Mississippi,1900.0,Trump,62.0,6
Missouri,4573.0,Biden,46.0,10
Missouri,4573.0,Trump,52.0,10
Missouri,4573.0,Biden,45.0,10
Missouri,4573.0,Trump,53.0,10
Minnesota,5252.0,Biden,54.0,10
Minnesota,5252.0,Trump,43.0,10
Minnesota,5252.0,Biden,55.0,10
Minnesota,5252.0,Trump,43.0,10
Michigan,7272.0,Biden,53.0,16
Michigan,7272.0,Trump,43.0,16
Michigan,7272.0,Biden,53.0,16
Michigan,7272.0,Trump,44.0,16
Maine,1916.0,Biden,56.0,2
Maine,1916.0,Trump,42.0,2
Maine,1916.0,Biden,56.0,2
Maine,1916.0,Trump,43.0,2
Maryland,5665.0,Biden,67.0,10
Maryland,5665.0,Trump,30.0,10
Maryland,5665.0,Biden,67.0,10
Maryland,5665.0,Trump,31.0,10
Massachusetts,5647.0,Biden,69.0,11
Massachusetts,5647.0,Trump,29.0,11
Massachusetts,5647.0,Biden,70.0,11
Massachusetts,5647.0,Trump,28.0,11
Louisiana,2569.0,Biden,42.0,8
Louisiana,2569.0,Trump,55.0,8
Louisiana,2569.0,Biden,38.0,8
Louisiana,2569.0,Trump,59.0,8
Kentucky,3478.0,Biden,42.0,8
Kentucky,3478.0,Trump,56.0,8
Kentucky,3478.0,Biden,42.0,8
Kentucky,3478.0,Trump,56.0,8
Kansas,3359.0,Biden,47.0,6
Kansas,3359.0,Trump,50.0,6
Kansas,3359.0,Biden,47.0,6
Kansas,3359.0,Trump,51.0,6
Indiana,4585.0,Biden,44.0,11
Indiana,4585.0,Trump,54.0,11
Indiana,4585.0,Biden,43.0,11
Indiana,4585.0,Trump,55.0,11
Illinois,7810.0,Biden,58.0,20
Illinois,7810.0,Trump,39.0,20
Illinois,7810.0,Biden,57.0,20
Illinois,7810.0,Trump,41.0,20
Idaho,1758.0,Biden,40.0,4
Idaho,1758.0,Trump,57.0,4
Idaho,1758.0,Biden,40.0,4
Idaho,1758.0,Trump,58.0,4
Iowa,2918.0,Biden,50.0,6
Iowa,2918.0,Trump,48.0,6
Iowa,2918.0,Biden,49.0,6
Iowa,2918.0,Trump,49.0,6
Hawaii,1231.0,Biden,63.0,4
Hawaii,1231.0,Trump,34.0,4
Hawaii,1231.0,Biden,64.0,4
Hawaii,1231.0,Trump,34.0,4
Georgia,6720.0,Biden,52.0,16
Georgia,6720.0,Trump,46.0,16
Georgia,6720.0,Biden,50.0,16
Georgia,6720.0,Trump,48.0,16
Florida,14202.0,Biden,49.0,29
Florida,14202.0,Trump,48.0,29
Florida,14202.0,Biden,48.0,29
Florida,14202.0,Trump,50.0,29
Delaware,1288.0,Biden,61.0,3
Delaware,1288.0,Trump,37.0,3
Delaware,1288.0,Biden,61.0,3
Delaware,1288.0,Trump,37.0,3
District of Columbia,940.0,Biden,87.0,3
District of Columbia,940.0,Trump,10.0,3
District of Columbia,940.0,Biden,89.0,3
District of Columbia,940.0,Trump,9.0,3
Connecticut,3632.0,Biden,63.0,7
Connecticut,3632.0,Trump,34.0,7
Connecticut,3632.0,Biden,63.0,7
Connecticut,3632.0,Trump,35.0,7
Colorado,5785.0,Biden,61.0,9
Colorado,5785.0,Trump,38.0,9
Colorado,5785.0,Biden,59.0,9
Colorado,5785.0,Trump,39.0,9
California,22170.0,Biden,61.0,55
California,22170.0,Trump,36.0,55
California,22170.0,Biden,61.0,55
California,22170.0,Trump,37.0,55
Arizona,5609.0,Biden,54.0,11
Arizona,5609.0,Trump,44.0,11
Arizona,5609.0,Biden,52.0,11
Arizona,5609.0,Trump,46.0,11
Arkansas,2154.0,Biden,40.0,6
Arkansas,2154.0,Trump,58.0,6
Arkansas,2154.0,Biden,39.0,6
Arkansas,2154.0,Trump,60.0,6
Alabama,3255.0,Biden,41.0,9
Alabama,3255.0,Trump,57.0,9
Alabama,3255.0,Biden,37.0,9
Alabama,3255.0,Trump,61.0,9
Alaska,1131.0,Biden,44.0,3
Alaska,1131.0,Trump,53.0,3
Alaska,1131.0,Biden,44.0,3
Alaska,1131.0,Trump,54.0,3
Texas,14742.0,Biden,49.0,38
Texas,14742.0,Trump,48.0,38
Texas,14742.0,Biden,47.0,38
Texas,14742.0,Trump,51.0,38
Oregon,5193.0,Biden,60.0,7
Oregon,5193.0,Trump,38.0,7
Oregon,5193.0,Biden,61.0,7
Oregon,5193.0,Trump,38.0,7
Florida,3755.0,Biden,49.0,29
Florida,3755.0,Trump,47.0,29
Georgia,1456.0,Biden,48.0,16
Georgia,1456.0,Trump,47.0,16
North Carolina,1627.0,Biden,49.0,15
North Carolina,1627.0,Trump,45.0,15
Pennsylvania,2703.0,Biden,52.0,20
Pennsylvania,2703.0,Trump,44.0,20
Texas,2947.0,Biden,47.0,38
Texas,2947.0,Trump,49.0,38
South Carolina,800.0,Biden,43.9,9
South Carolina,800.0,Trump,51.2,9
North Carolina,800.0,Biden,48.0,15
North Carolina,800.0,Trump,47.0,15
Minnesota,657.0,Biden,53.0,10
Minnesota,657.0,Trump,39.0,10
Pennsylvania,1145.0,Biden,52.0,20
Pennsylvania,1145.0,Trump,45.0,20
Georgia,1041.0,Biden,51.0,16
Georgia,1041.0,Trump,46.0,16
Mississippi,507.0,Biden,41.0,6
Mississippi,507.0,Trump,55.0,6
Nevada,809.0,Biden,49.0,6
Nevada,809.0,Trump,43.0,6
North Carolina,627.0,Biden,48.0,15
North Carolina,627.0,Trump,48.0,15
Michigan,856.0,Biden,49.0,16
Michigan,856.0,Trump,41.0,16
New Hampshire,1018.0,Biden,52.0,4
New Hampshire,1018.0,Trump,44.0,4
Alabama,266.0,Biden,37.2,9
Alabama,266.0,Trump,55.8,9
Arizona,304.0,Biden,52.4,11
Arizona,304.0,Trump,43.8,11
California,635.0,Biden,62.0,55
California,635.0,Trump,35.3,55
Florida,605.0,Biden,46.4,29
Florida,605.0,Trump,50.6,29
Georgia,373.0,Biden,50.5,16
Georgia,373.0,Trump,48.1,16
Illinois,424.0,Biden,54.2,20
Illinois,424.0,Trump,43.1,20
Indiana,301.0,Biden,42.3,11
Indiana,301.0,Trump,52.9,11
Michigan,394.0,Biden,58.6,16
Michigan,394.0,Trump,39.6,16
North Carolina,396.0,Biden,50.2,15
North Carolina,396.0,Trump,47.5,15
New Jersey,386.0,Biden,61.8,14
New Jersey,386.0,Trump,37.7,14
New York,495.0,Biden,65.4,29
New York,495.0,Trump,32.8,29
Ohio,440.0,Biden,43.6,18
Ohio,440.0,Trump,55.3,18
Pennsylvania,491.0,Biden,51.9,20
Pennsylvania,491.0,Trump,46.1,20
Texas,552.0,Biden,47.5,38
Texas,552.0,Trump,48.6,38
Virginia,351.0,Biden,55.2,13
Virginia,351.0,Trump,44.3,13
Wisconsin,313.0,Biden,53.7,10
Wisconsin,313.0,Trump,44.9,10
Wisconsin,664.0,Biden,53.0,10
Wisconsin,664.0,Trump,44.0,10
Wisconsin,664.0,Biden,53.0,10
Wisconsin,664.0,Trump,44.0,10
Pennsylvania,655.0,Biden,50.0,20
Pennsylvania,655.0,Trump,45.0,20
Pennsylvania,655.0,Biden,51.0,20
Pennsylvania,655.0,Trump,44.0,20
Michigan,652.0,Biden,52.0,16
Michigan,652.0,Trump,43.0,16
Michigan,652.0,Biden,53.0,16
Michigan,652.0,Trump,43.0,16
Texas,873.0,Biden,47.0,38
Texas,873.0,Trump,48.0,38
North Carolina,911.0,Biden,48.0,15
North Carolina,911.0,Trump,48.0,15
New Hampshire,757.0,Biden,53.0,4
New Hampshire,757.0,Trump,43.0,4
Florida,1200.0,Biden,48.0,29
Florida,1200.0,Trump,46.0,29
Pennsylvania,400.0,Biden,45.5,20
Pennsylvania,400.0,Trump,48.4,20
Florida,937.0,Biden,50.16,29
Florida,937.0,Trump,48.13,29
South Carolina,763.0,Biden,44.3,9
South Carolina,763.0,Trump,52.03,9
Pennsylvania,1076.0,Biden,47.6,20
Pennsylvania,1076.0,Trump,48.4,20
Wisconsin,1082.0,Biden,47.5,10
Wisconsin,1082.0,Trump,47.1,10
Minnesota,1065.0,Biden,48.0,10
Minnesota,1065.0,Trump,44.8,10
Florida,1000.0,Biden,47.2,29
Florida,1000.0,Trump,50.1,29
North Carolina,1000.0,Biden,47.2,15
North Carolina,1000.0,Trump,49.4,15
Ohio,1000.0,Biden,46.5,18
Ohio,1000.0,Trump,49.4,18
Georgia,1000.0,Biden,46.9,16
Georgia,1000.0,Trump,49.4,16
Pennsylvania,1000.0,Biden,46.9,20
Pennsylvania,1000.0,Trump,49.0,20
Michigan,1000.0,Biden,48.4,16
Michigan,1000.0,Trump,48.1,16
Florida,400.0,Biden,44.0,29
Florida,400.0,Trump,48.5,29
Michigan,600.0,Biden,49.3,16
Michigan,600.0,Trump,41.6,16
Texas,1018.0,Biden,49.0,38
Texas,1018.0,Trump,48.0,38
Arizona,716.0,Biden,49.0,11
Arizona,716.0,Trump,46.0,11
North Carolina,504.0,Biden,47.0,15
North Carolina,504.0,Trump,46.0,15
Arizona,1007.0,Biden,49.0,11
Arizona,1007.0,Trump,43.0,11
Maine,879.0,Biden,51.0,2
Maine,879.0,Trump,38.0,2
Maine CD-2,453.0,Biden,46.0,1
Maine CD-2,453.0,Trump,42.0,1
Maine CD-1,426.0,Biden,56.0,1
Maine CD-1,426.0,Trump,34.0,1
Wisconsin,749.0,Biden,48.0,10
Wisconsin,749.0,Trump,43.0,10
Wisconsin,806.0,Biden,47.0,10
Wisconsin,806.0,Trump,43.0,10
Texas,802.0,Biden,43.0,38
Texas,802.0,Trump,47.0,38
Michigan,902.0,Biden,49.0,16
Michigan,902.0,Trump,44.0,16
Michigan,789.0,Biden,51.0,16
Michigan,789.0,Trump,44.0,16
Wisconsin,906.0,Biden,56.0,10
Wisconsin,906.0,Trump,39.0,10
Wisconsin,809.0,Biden,57.0,10
Wisconsin,809.0,Trump,40.0,10
Pennsylvania,558.0,Biden,50.0,20
Pennsylvania,558.0,Trump,44.0,20
Arizona,725.0,Biden,50.0,11
Arizona,725.0,Trump,45.0,11
Florida,743.0,Biden,49.0,29
Florida,743.0,Trump,46.0,29
Texas,758.0,Biden,46.0,38
Texas,758.0,Trump,49.0,38
Pennsylvania,723.0,Biden,50.0,20
Pennsylvania,723.0,Trump,45.0,20
Wyoming,654.0,Biden,31.0,3
Wyoming,654.0,Trump,67.0,3
Wyoming,654.0,Biden,31.0,3
Wyoming,654.0,Trump,67.0,3
West Virginia,1271.0,Biden,33.0,5
West Virginia,1271.0,Trump,65.0,5
West Virginia,1271.0,Biden,33.0,5
West Virginia,1271.0,Trump,66.0,5
Vermont,1002.0,Biden,66.0,3
Vermont,1002.0,Trump,31.0,3
Vermont,1002.0,Biden,67.0,3
Vermont,1002.0,Trump,30.0,3
Virginia,6849.0,Biden,56.0,13
Virginia,6849.0,Trump,41.0,13
Virginia,6849.0,Biden,55.0,13
Virginia,6849.0,Trump,43.0,13
South Dakota,964.0,Biden,43.0,3
South Dakota,964.0,Trump,54.0,3
South Dakota,964.0,Biden,43.0,3
South Dakota,964.0,Trump,55.0,3
Pennsylvania,9986.0,Biden,52.0,20
Pennsylvania,9986.0,Trump,45.0,20
Pennsylvania,9986.0,Biden,52.0,20
Pennsylvania,9986.0,Trump,46.0,20
Oregon,4932.0,Biden,60.0,7
Oregon,4932.0,Trump,38.0,7
Oregon,4932.0,Biden,61.0,7
Oregon,4932.0,Trump,37.0,7
Oklahoma,2790.0,Biden,41.0,7
Oklahoma,2790.0,Trump,57.0,7
Oklahoma,2790.0,Biden,40.0,7
Oklahoma,2790.0,Trump,59.0,7
Nevada,3015.0,Biden,52.0,6
Nevada,3015.0,Trump,46.0,6
Nevada,3015.0,Biden,51.0,6
Nevada,3015.0,Trump,48.0,6
New Mexico,2584.0,Biden,53.0,5
New Mexico,2584.0,Trump,45.0,5
New Mexico,2584.0,Biden,53.0,5
New Mexico,2584.0,Trump,45.0,5
New Hampshire,1629.0,Biden,56.0,4
New Hampshire,1629.0,Trump,43.0,4
New Hampshire,1629.0,Biden,55.0,4
New Hampshire,1629.0,Trump,43.0,4
North Dakota,595.0,Biden,41.0,3
North Dakota,595.0,Trump,58.0,3
North Dakota,595.0,Biden,40.0,3
North Dakota,595.0,Trump,59.0,3
Montana,1266.0,Biden,46.0,3
Montana,1266.0,Trump,52.0,3
Montana,1266.0,Biden,45.0,3
Montana,1266.0,Trump,53.0,3
Mississippi,1725.0,Biden,43.0,6
Mississippi,1725.0,Trump,55.0,6
Mississippi,1725.0,Biden,37.0,6
Mississippi,1725.0,Trump,62.0,6
Missouri,4314.0,Biden,46.0,10
Missouri,4314.0,Trump,52.0,10
Missouri,4314.0,Biden,45.0,10
Missouri,4314.0,Trump,53.0,10
Michigan,7094.0,Biden,53.0,16
Michigan,7094.0,Trump,44.0,16
Michigan,7094.0,Biden,53.0,16
Michigan,7094.0,Trump,45.0,16
Maine,1749.0,Biden,56.0,2
Maine,1749.0,Trump,42.0,2
Maine,1749.0,Biden,56.0,2
Maine,1749.0,Trump,42.0,2
Maryland,5456.0,Biden,67.0,10
Maryland,5456.0,Trump,30.0,10
Maryland,5456.0,Biden,67.0,10
Maryland,5456.0,Trump,32.0,10
Massachusetts,5310.0,Biden,69.0,11
Massachusetts,5310.0,Trump,28.0,11
Massachusetts,5310.0,Biden,70.0,11
Massachusetts,5310.0,Trump,28.0,11
Louisiana,2573.0,Biden,42.0,8
Louisiana,2573.0,Trump,54.0,8
Louisiana,2573.0,Biden,38.0,8
Louisiana,2573.0,Trump,59.0,8
Kansas,3143.0,Biden,48.0,6
Kansas,3143.0,Trump,50.0,6
Kansas,3143.0,Biden,47.0,6
Kansas,3143.0,Trump,51.0,6
Indiana,4431.0,Biden,44.0,11
Indiana,4431.0,Trump,53.0,11
Indiana,4431.0,Biden,44.0,11
Indiana,4431.0,Trump,54.0,11
Idaho,1679.0,Biden,40.0,4
Idaho,1679.0,Trump,58.0,4
Idaho,1679.0,Biden,40.0,4
Idaho,1679.0,Trump,58.0,4
Iowa,2768.0,Biden,50.0,6
Iowa,2768.0,Trump,48.0,6
Iowa,2768.0,Biden,49.0,6
Iowa,2768.0,Trump,49.0,6
Hawaii,1187.0,Biden,63.0,4
Hawaii,1187.0,Trump,34.0,4
Hawaii,1187.0,Biden,64.0,4
Hawaii,1187.0,Trump,34.0,4
Georgia,6564.0,Biden,52.0,16
Georgia,6564.0,Trump,46.0,16
Georgia,6564.0,Biden,50.0,16
Georgia,6564.0,Trump,49.0,16
Delaware,1212.0,Biden,63.0,3
Delaware,1212.0,Trump,35.0,3
Delaware,1212.0,Biden,62.0,3
Delaware,1212.0,Trump,36.0,3
Connecticut,3490.0,Biden,63.0,7
Connecticut,3490.0,Trump,34.0,7
Connecticut,3490.0,Biden,63.0,7
Connecticut,3490.0,Trump,35.0,7
Colorado,5714.0,Biden,60.0,9
Colorado,5714.0,Trump,38.0,9
Colorado,5714.0,Biden,59.0,9
Colorado,5714.0,Trump,40.0,9
Arkansas,2033.0,Biden,41.0,6
Arkansas,2033.0,Trump,57.0,6
Arkansas,2033.0,Biden,39.0,6
Arkansas,2033.0,Trump,59.0,6
Alaska,1120.0,Biden,44.0,3
Alaska,1120.0,Trump,53.0,3
Alaska,1120.0,Biden,44.0,3
Alaska,1120.0,Trump,54.0,3
Wisconsin,4466.0,Biden,55.0,10
Wisconsin,4466.0,Trump,42.0,10
Wisconsin,4466.0,Biden,55.0,10
Wisconsin,4466.0,Trump,43.0,10
Washington,7360.0,Biden,61.0,12
Washington,7360.0,Trump,37.0,12
Washington,7360.0,Biden,61.0,12
Washington,7360.0,Trump,37.0,12
Utah,2466.0,Biden,46.0,6
Utah,2466.0,Trump,52.0,6
Utah,2466.0,Biden,45.0,6
Utah,2466.0,Trump,52.0,6
Texas,14571.0,Biden,49.0,38
Texas,14571.0,Trump,48.0,38
Texas,14571.0,Biden,48.0,38
Texas,14571.0,Trump,50.0,38
Tennessee,4696.0,Biden,44.0,11
Tennessee,4696.0,Trump,54.0,11
Tennessee,4696.0,Biden,42.0,11
Tennessee,4696.0,Trump,56.0,11
South Carolina,4403.0,Biden,46.0,9
South Carolina,4403.0,Trump,51.0,9
South Carolina,4403.0,Biden,44.0,9
South Carolina,4403.0,Trump,54.0,9
Rhode Island,842.0,Biden,68.0,4
Rhode Island,842.0,Trump,30.0,4
Rhode Island,842.0,Biden,68.0,4
Rhode Island,842.0,Trump,31.0,4
Ohio,7598.0,Biden,48.0,18
Ohio,7598.0,Trump,50.0,18
Ohio,7598.0,Biden,47.0,18
Ohio,7598.0,Trump,51.0,18
New York,9773.0,Biden,64.0,29
New York,9773.0,Trump,33.0,29
New York,9773.0,Biden,64.0,29
New York,9773.0,Trump,33.0,29
New Jersey,6048.0,Biden,60.0,14
New Jersey,6048.0,Trump,36.0,14
New Jersey,6048.0,Biden,60.0,14
New Jersey,6048.0,Trump,37.0,14
Nebraska,1777.0,Biden,46.0,3
Nebraska,1777.0,Trump,51.0,3
Nebraska,1777.0,Biden,46.0,3
Nebraska,1777.0,Trump,52.0,3
North Carolina,7766.0,Biden,53.0,15
North Carolina,7766.0,Trump,45.0,15
North Carolina,7766.0,Biden,52.0,15
North Carolina,7766.0,Trump,46.0,15
Minnesota,5004.0,Biden,55.0,10
Minnesota,5004.0,Trump,42.0,10
Minnesota,5004.0,Biden,56.0,10
Minnesota,5004.0,Trump,42.0,10
Kentucky,3381.0,Biden,42.0,8
Kentucky,3381.0,Trump,56.0,8
Kentucky,3381.0,Biden,42.0,8
Kentucky,3381.0,Trump,57.0,8
Illinois,7649.0,Biden,58.0,20
Illinois,7649.0,Trump,39.0,20
Illinois,7649.0,Biden,57.0,20
Illinois,7649.0,Trump,40.0,20
Florida,14053.0,Biden,50.0,29
Florida,14053.0,Trump,48.0,29
Florida,14053.0,Biden,48.0,29
Florida,14053.0,Trump,49.0,29
District of Columbia,914.0,Biden,86.0,3
District of Columbia,914.0,Trump,11.0,3
District of Columbia,914.0,Biden,88.0,3
District of Columbia,914.0,Trump,10.0,3
California,22234.0,Biden,62.0,55
California,22234.0,Trump,35.0,55
California,22234.0,Biden,62.0,55
California,22234.0,Trump,36.0,55
Arizona,5568.0,Biden,54.0,11
Arizona,5568.0,Trump,44.0,11
Arizona,5568.0,Biden,53.0,11
Arizona,5568.0,Trump,46.0,11
Alabama,3122.0,Biden,41.0,9
Alabama,3122.0,Trump,57.0,9
Alabama,3122.0,Biden,38.0,9
Alabama,3122.0,Trump,61.0,9
Michigan,679.0,Biden,55.0,16
Michigan,679.0,Trump,42.0,16
Iowa,693.0,Biden,50.0,6
Iowa,693.0,Trump,46.0,6
Arizona,729.0,Biden,52.0,11
Arizona,729.0,Trump,45.0,11
Maryland,820.0,Biden,58.0,10
Maryland,820.0,Trump,32.9,10
Montana,546.0,Biden,45.0,3
Montana,546.0,Trump,52.0,3
New Jersey,972.0,Biden,59.0,14
New Jersey,972.0,Trump,37.0,14
New Jersey,872.0,Biden,61.0,14
New Jersey,872.0,Trump,37.0,14
Utah,660.0,Biden,44.0,6
Utah,660.0,Trump,51.0,6
Arizona,700.0,Biden,50.0,11
Arizona,700.0,Trump,47.0,11
West Virginia,1250.0,Biden,33.0,5
West Virginia,1250.0,Trump,66.0,5
West Virginia,1250.0,Biden,33.0,5
West Virginia,1250.0,Trump,66.0,5
Utah,2434.0,Biden,45.0,6
Utah,2434.0,Trump,52.0,6
Utah,2434.0,Biden,45.0,6
Utah,2434.0,Trump,52.0,6
Tennessee,4642.0,Biden,44.0,11
Tennessee,4642.0,Trump,54.0,11
Tennessee,4642.0,Biden,42.0,11
Tennessee,4642.0,Trump,56.0,11
South Dakota,948.0,Biden,43.0,3
South Dakota,948.0,Trump,54.0,3
South Dakota,948.0,Biden,43.0,3
South Dakota,948.0,Trump,55.0,3
South Carolina,4356.0,Biden,46.0,9
South Carolina,4356.0,Trump,51.0,9
South Carolina,4356.0,Biden,45.0,9
South Carolina,4356.0,Trump,53.0,9
Rhode Island,835.0,Biden,68.0,4
Rhode Island,835.0,Trump,30.0,4
Rhode Island,835.0,Biden,68.0,4
Rhode Island,835.0,Trump,31.0,4
Pennsylvania,9903.0,Biden,53.0,20
Pennsylvania,9903.0,Trump,45.0,20
Pennsylvania,9903.0,Biden,52.0,20
Pennsylvania,9903.0,Trump,46.0,20
Oklahoma,2762.0,Biden,41.0,7
Oklahoma,2762.0,Trump,57.0,7
Oklahoma,2762.0,Biden,40.0,7
Oklahoma,2762.0,Trump,59.0,7
Ohio,7509.0,Biden,48.0,18
Ohio,7509.0,Trump,49.0,18
Ohio,7509.0,Biden,48.0,18
Ohio,7509.0,Trump,51.0,18
Nevada,2967.0,Biden,51.0,6
Nevada,2967.0,Trump,47.0,6
Nevada,2967.0,Biden,50.0,6
Nevada,2967.0,Trump,49.0,6
New Mexico,2545.0,Biden,53.0,5
New Mexico,2545.0,Trump,45.0,5
New Mexico,2545.0,Biden,53.0,5
New Mexico,2545.0,Trump,45.0,5
New Jersey,5992.0,Biden,60.0,14
New Jersey,5992.0,Trump,36.0,14
New Jersey,5992.0,Biden,60.0,14
New Jersey,5992.0,Trump,37.0,14
New Hampshire,1599.0,Biden,56.0,4
New Hampshire,1599.0,Trump,43.0,4
New Hampshire,1599.0,Biden,55.0,4
New Hampshire,1599.0,Trump,43.0,4
North Dakota,554.0,Biden,40.0,3
North Dakota,554.0,Trump,58.0,3
North Dakota,554.0,Biden,40.0,3
North Dakota,554.0,Trump,59.0,3
North Carolina,7620.0,Biden,53.0,15
North Carolina,7620.0,Trump,45.0,15
North Carolina,7620.0,Biden,52.0,15
North Carolina,7620.0,Trump,46.0,15
Mississippi,1705.0,Biden,43.0,6
Mississippi,1705.0,Trump,55.0,6
Mississippi,1705.0,Biden,37.0,6
Mississippi,1705.0,Trump,62.0,6
Minnesota,4988.0,Biden,55.0,10
Minnesota,4988.0,Trump,42.0,10
Minnesota,4988.0,Biden,56.0,10
Minnesota,4988.0,Trump,42.0,10
Massachusetts,5248.0,Biden,69.0,11
Massachusetts,5248.0,Trump,28.0,11
Massachusetts,5248.0,Biden,70.0,11
Massachusetts,5248.0,Trump,28.0,11
Louisiana,2553.0,Biden,42.0,8
Louisiana,2553.0,Trump,55.0,8
Louisiana,2553.0,Biden,38.0,8
Louisiana,2553.0,Trump,59.0,8
Kentucky,3331.0,Biden,42.0,8
Kentucky,3331.0,Trump,56.0,8
Kentucky,3331.0,Biden,42.0,8
Kentucky,3331.0,Trump,57.0,8
Kansas,3126.0,Biden,47.0,6
Kansas,3126.0,Trump,51.0,6
Kansas,3126.0,Biden,47.0,6
Kansas,3126.0,Trump,52.0,6
Indiana,4382.0,Biden,44.0,11
Indiana,4382.0,Trump,53.0,11
Indiana,4382.0,Biden,43.0,11
Indiana,4382.0,Trump,54.0,11
Idaho,1669.0,Biden,40.0,4
Idaho,1669.0,Trump,58.0,4
Idaho,1669.0,Biden,40.0,4
Idaho,1669.0,Trump,58.0,4
Hawaii,1172.0,Biden,62.0,4
Hawaii,1172.0,Trump,35.0,4
Hawaii,1172.0,Biden,64.0,4
Hawaii,1172.0,Trump,34.0,4
Florida,14042.0,Biden,50.0,29
Florida,14042.0,Trump,48.0,29
Florida,14042.0,Biden,48.0,29
Florida,14042.0,Trump,49.0,29
Connecticut,3469.0,Biden,63.0,7
Connecticut,3469.0,Trump,34.0,7
Connecticut,3469.0,Biden,63.0,7
Connecticut,3469.0,Trump,35.0,7
Colorado,5656.0,Biden,60.0,9
Colorado,5656.0,Trump,38.0,9
Colorado,5656.0,Biden,59.0,9
Colorado,5656.0,Trump,40.0,9
Arizona,5571.0,Biden,54.0,11
Arizona,5571.0,Trump,44.0,11
Arizona,5571.0,Biden,53.0,11
Arizona,5571.0,Trump,45.0,11
Arkansas,2020.0,Biden,41.0,6
Arkansas,2020.0,Trump,57.0,6
Arkansas,2020.0,Biden,39.0,6
Arkansas,2020.0,Trump,59.0,6
Alabama,3120.0,Biden,41.0,9
Alabama,3120.0,Trump,57.0,9
Alabama,3120.0,Biden,38.0,9
Alabama,3120.0,Trump,61.0,9
Alaska,1083.0,Biden,45.0,3
Alaska,1083.0,Trump,52.0,3
Alaska,1083.0,Biden,45.0,3
Alaska,1083.0,Trump,53.0,3
Wyoming,649.0,Biden,31.0,3
Wyoming,649.0,Trump,67.0,3
Wyoming,649.0,Biden,31.0,3
Wyoming,649.0,Trump,67.0,3
Wisconsin,4465.0,Biden,55.0,10
Wisconsin,4465.0,Trump,42.0,10
